20.690528  45.28028  1.25 " 50Alp Cyg"
20.770194  33.97028  2.46 " 53Eps Cyg"
20.794611  -9.49583  3.77 "  2Eps Aqr"
20.754833  61.83889  3.43 "  3Eta Cep"
20.913500 -58.45417  3.65 "   Bet Ind"
20.952889  41.16722  3.94 " 58Nu  Cyg"
21.082194  43.92778  3.72 " 62Xi  Cyg"
21.215611  30.22694  3.20 " 64Zet Cyg"
21.246528  38.04556  3.72 " 65Tau Cyg"
21.263722   5.24778  3.92 "  8Alp Equ"
21.309667  62.58556  2.44 "  5Alp Cep"
21.444444 -22.41139  3.74 " 34Zet Cap"
21.525972  -5.57111  2.91 " 22Bet Aqr"
21.477667  70.56083  3.23 "  8Bet Cep"
21.691250 -77.39000  3.76 "   Nu  Oct"
21.668194 -16.66222  3.68 " 40Gam Cap"
21.736444   9.87500  2.39 "  8Eps Peg"
21.784000 -16.12722  2.87 " 49Del Cap"
21.898806 -37.36500  3.01 "   Gam Gru"
22.096389  -0.31972  2.96 " 34Alp Aqr"
22.137222 -46.96111  1.74 "   Alp Gru"
22.116861  25.34500  3.76 " 24Iot Peg"
22.170000   6.19778  3.53 " 26The Peg"
22.180917  58.20111  3.35 " 21Zet Cep"
22.308361 -60.25972  2.86 "   Alp Tuc"
22.360944  -1.38722  3.84 " 48Gam Aqr"
22.487833 -43.49556  3.97 "   Del1Gru"
22.486194  58.41528  3.75 " 27Del Cep"
22.521528  50.28250  3.77 "  7Alp Lac"
22.691028  10.83139  3.40 " 42Zet Peg"
22.711139 -46.88472  2.10 "   Bet Gru"
22.716694  30.22139  2.94 " 44Eta Peg"
22.775528  23.56556  3.95 " 47Lam Peg"
22.809250 -51.31694  3.49 "   Eps Gru"
22.833389  24.60167  3.48 " 48Mu  Peg"
22.828000  66.20056  3.52 " 32Iot Cep"
22.876917  -7.57972  3.74 " 73Lam Aqr"
22.910833 -15.82083  3.27 " 76Del Aqr"
22.960861 -29.62222  1.16 " 24Alp PsA"
23.032028  42.32611  3.62 "  1Omi And"
23.062917  28.08278  2.42 " 53Bet Peg"
23.079361  15.20528  2.49 " 54Alp Peg"
23.157444 -21.17250  3.66 " 88    Aqr"
23.172667 -45.24667  3.90 "   Iot Gru"
23.290500 -58.23583  3.99 "   Gam Tuc"
23.286083   3.28222  3.69 "  6Gam Psc"
23.382833 -20.10056  3.97 " 98    Aqr"
23.626083  46.45806  3.82 " 16Lam And"
23.655778  77.63250  3.21 " 35Gam Cep"
